,added_date,estimated_duration,start_date,end_date,real_duration,returns,software,dev,squad,client,status
7227,2021-03-29,17,2021-04-27,2021-05-14,14,0,E,Maria Eduarda,Kappa,Mendes,Concluído
7228,2021-03-29,19,2021-05-31,2021-06-11,10,1,D,Emanuelly,Kappa,das Neves - EI,Concluído
7229,2021-03-29,8,2021-06-04,2021-06-10,5,2,G,Carolina,Theta,Carvalho Oliveira - ME,Concluído
7230,2021-03-29,10,2021-04-01,2021-04-12,8,0,E,Emanuelly,Theta,Fogaça Cardoso e Filhos,Concluído
7231,2021-03-30,3,2021-03-30,2021-04-01,3,0,G,Ana Clara,Kappa,Almeida Carvalho S.A.,Concluído
7232,2021-03-30,10,2021-04-16,2021-04-23,6,0,F,Emanuelly,Zeta,Alves Peixoto e Filhos,Concluído
7233,2021-03-30,10,2021-04-02,2021-04-09,6,0,D,Maria Eduarda,Epsilon,Lopes Moura S/A,Concluído
7234,2021-03-30,18,2021-06-08,2021-06-29,16,0,D,Lara,Kappa,Melo,Concluído
7235,2021-03-30,6,2021-04-30,2021-05-07,6,0,C,Emanuelly,Kappa,Ramos,Concluído
7236,2021-03-31,18,2021-06-02,2021-06-11,8,3,E,Maria Eduarda,Kappa,Costa,Concluído
7237,2021-03-31,13,2021-04-05,2021-04-12,6,0,A,Carolina,Kappa,Rocha Porto e Filhos,Concluído
7238,2021-03-31,1,2021-06-03,2021-06-03,1,1,G,Ana Clara,Theta,Nogueira,Concluído
7239,2021-03-31,19,2021-05-14,2021-05-25,8,0,A,Maria Eduarda,Epsilon,Duarte Teixeira - ME,Concluído
7240,2021-03-31,7,2021-05-04,2021-05-07,4,0,D,Ana Clara,Theta,Santos Rodrigues S.A.,Concluído
7241,2021-03-31,1,2021-04-30,2021-04-30,1,1,F,Emanuelly,Epsilon,Alves Peixoto e Filhos,Concluído
7242,2021-04-01,19,2021-05-14,2021-06-09,19,0,B,Emanuelly,Kappa,Cunha S/A,Concluído
7243,2021-04-01,11,2021-06-25,2021-07-02,6,0,B,Valentina,Epsilon,Ferreira da Cunha S/A,Concluído
7244,2021-04-01,6,2021-04-06,2021-04-14,7,0,F,Agatha,Kappa,Cardoso da Mota S/A,Concluído
7245,2021-04-01,1,2021-04-16,2021-04-16,1,0,E,Emanuelly,Kappa,Moura,Concluído
7246,2021-04-02,16,2021-05-27,2021-06-09,10,0,A,Agatha,Theta,Melo,Concluído
7247,2021-04-02,20,2021-04-21,2021-05-06,12,1,A,Emanuelly,Chi,Cardoso da Mota S/A,Concluído
7248,2021-04-02,15,2021-04-23,2021-05-07,11,1,B,Agatha,Zeta,Castro - ME,Concluído
7249,2021-04-02,6,2021-05-11,2021-05-19,7,0,B,Carolina,Kappa,Azevedo Caldeira - ME,Concluído
7250,2021-04-02,10,2021-06-01,2021-06-11,9,0,E,Carolina,Kappa,Silva Vieira Ltda.,Concluído
7251,2021-04-02,8,2021-04-02,2021-04-08,5,1,F,Mirella,Chi,Barbosa - EI,Concluído
7252,2021-04-02,7,2021-05-14,2021-05-20,5,0,B,Mirella,Kappa,Alves Peixoto e Filhos,Concluído
7253,2021-04-02,3,2021-06-18,2021-06-22,3,1,D,Helena,Kappa,Oliveira,Concluído
7254,2021-04-02,3,2021-04-28,2021-04-30,3,0,A,Mirella,Epsilon,Ribeiro,Concluído
7255,2021-04-02,6,2021-06-25,2021-07-02,6,1,F,Valentina,Kappa,da Rosa,Concluído
7256,2021-04-02,20,2021-06-18,2021-07-16,21,0,D,Ana Clara,Epsilon,Santos,Concluído
7257,2021-04-02,8,2021-04-08,2021-04-14,5,3,G,Ana Clara,Kappa,Almeida da Conceição - EI,Concluído
7258,2021-04-02,13,2021-06-29,2021-07-15,13,0,B,Brenda,Kappa,Barbosa e Filhos,Concluído
7259,2021-04-02,11,2021-05-14,2021-05-20,5,1,A,Valentina,Theta,Silveira,Concluído
7260,2021-04-05,20,2021-04-23,2021-05-07,11,0,C,Helena,Theta,Araújo,Concluído
7261,2021-04-05,18,2021-04-14,2021-05-07,18,0,C,Helena,Kappa,Oliveira,Concluído
7262,2021-04-05,12,2021-05-14,2021-05-21,6,2,F,Ana Clara,Kappa,Aragão - EI,Concluído
7263,2021-04-05,6,2021-04-09,2021-04-16,6,1,D,Lara,Kappa,Martins,Concluído
7264,2021-04-05,4,2021-06-22,2021-06-25,4,0,B,Agatha,Kappa,Duarte,Concluído
7265,2021-04-06,2,2021-06-22,2021-06-23,2,1,B,Maria Eduarda,Epsilon,Gomes,Concluído
7266,2021-04-06,19,2021-05-21,2021-06-11,16,0,F,Agatha,Kappa,Nunes,Concluído
7267,2021-04-06,15,2021-05-19,2021-05-28,8,1,F,Brenda,Kappa,da Cunha Ltda.,Concluído
7268,2021-04-06,14,2021-04-12,2021-04-23,10,0,B,Carolina,Theta,da Paz Ltda.,Concluído
7269,2021-04-06,12,2021-06-21,2021-06-25,5,1,C,Helena,Epsilon,Almeida da Conceição - EI,Concluído
7270,2021-04-07,17,2021-05-13,2021-06-02,15,2,F,Emanuelly,Epsilon,Freitas,Concluído
7271,2021-04-07,3,2021-07-02,2021-07-06,3,0,F,Maria Eduarda,Theta,Melo,Concluído
7272,2021-04-07,18,2021-05-05,2021-05-27,17,0,B,Lara,Kappa,Vieira,Concluído
7273,2021-04-07,16,2021-04-12,2021-04-22,9,1,G,Carolina,Epsilon,Moraes S/A,Concluído
7274,2021-04-07,7,2021-05-27,2021-06-02,5,0,A,Brenda,Theta,Rodrigues,Concluído
7275,2021-04-07,19,2021-06-25,2021-07-20,18,0,B,Ana Clara,Epsilon,Silva Vieira Ltda.,Concluído
7276,2021-04-07,10,2021-06-11,2021-06-18,6,0,B,Maria Eduarda,Epsilon,Nogueira,Concluído
7277,2021-04-08,20,2021-06-25,2021-07-15,15,0,F,Maria Eduarda,Theta,Silveira Fernandes S.A.,Concluído
7278,2021-04-08,19,2021-06-21,2021-07-14,18,0,F,Lara,Theta,Pereira Aragão - ME,Concluído
7279,2021-04-08,7,2021-06-18,2021-06-23,4,0,E,Emanuelly,Kappa,Pereira,Concluído
7280,2021-04-08,4,2021-06-08,2021-06-11,4,2,A,Mirella,Zeta,Cavalcanti e Filhos,Concluído
7281,2021-04-09,10,2021-05-07,2021-05-13,5,0,D,Ana Clara,Theta,Rodrigues,Concluído
7282,2021-04-09,9,2021-04-20,2021-04-27,6,1,F,Agatha,Kappa,Peixoto,Concluído
7283,2021-04-09,19,2021-04-13,2021-05-03,15,1,F,Helena,Chi,Cunha S/A,Concluído
7284,2021-04-09,2,2021-05-26,2021-05-28,3,0,F,Agatha,Epsilon,Cunha S/A,Concluído
7285,2021-04-09,19,2021-07-09,2021-08-06,21,0,B,Agatha,Kappa,Araújo Ltda.,Concluído
7286,2021-04-09,17,2021-07-02,2021-07-14,9,0,D,Maria Eduarda,Epsilon,Fogaça Pinto e Filhos,Concluído
7287,2021-04-09,8,2021-04-30,2021-05-07,6,0,E,Emanuelly,Kappa,Martins,Concluído
7288,2021-04-09,14,2021-06-11,2021-06-29,13,0,E,Emanuelly,Epsilon,Barros,Concluído
7289,2021-04-12,6,2021-07-02,2021-07-08,5,1,B,Ana Clara,Kappa,Dias da Luz S.A.,Concluído
7290,2021-04-12,4,2021-04-22,2021-04-27,4,1,C,Valentina,Kappa,Oliveira,Concluído
7291,2021-04-12,14,2021-04-16,2021-04-28,9,0,B,Brenda,Epsilon,Oliveira,Concluído
7292,2021-04-12,15,2021-04-22,2021-04-30,7,1,C,Brenda,Epsilon,Ribeiro,Concluído
7293,2021-04-12,6,2021-05-05,2021-05-12,6,0,G,Helena,Epsilon,da Luz,Concluído
7294,2021-04-12,6,2021-05-12,2021-05-14,3,0,A,Emanuelly,Theta,Nascimento Rodrigues - ME,Concluído
7295,2021-04-13,14,2021-05-07,2021-05-21,11,0,B,Brenda,Epsilon,Silva Vieira Ltda.,Concluído
7296,2021-04-13,8,2021-04-16,2021-04-26,7,2,G,Ana Clara,Theta,Freitas,Concluído
7297,2021-04-13,16,2021-05-21,2021-06-03,10,0,E,Valentina,Kappa,Ferreira,Concluído
7298,2021-04-13,12,2021-06-15,2021-06-24,8,0,E,Lara,Epsilon,Silva,Concluído
7299,2021-04-13,16,2021-06-11,2021-06-30,14,1,F,Maria Eduarda,Theta,Monteiro Ltda.,Concluído
7300,2021-04-13,8,2021-07-09,2021-07-16,6,1,F,Brenda,Theta,Fogaça Pinto e Filhos,Concluído
7301,2021-04-13,2,2021-07-05,2021-07-06,2,0,G,Valentina,Kappa,Alves,Concluído
7302,2021-04-13,13,2021-04-30,2021-05-12,9,0,G,Maria Eduarda,Epsilon,Duarte,Concluído
7303,2021-04-13,12,2021-06-21,2021-07-02,10,2,A,Lara,Kappa,Martins e Filhos,Concluído
7304,2021-04-14,7,2021-07-12,2021-07-16,5,1,C,Ana Clara,Epsilon,Fernandes,Concluído
7305,2021-04-14,9,2021-04-14,2021-04-21,6,0,B,Emanuelly,Kappa,Duarte Teixeira - ME,Concluído
7306,2021-04-14,17,2021-04-30,2021-05-17,12,0,D,Agatha,Epsilon,Araújo,Concluído
7307,2021-04-14,8,2021-06-22,2021-06-30,7,1,B,Mirella,Theta,Souza Ribeiro Ltda.,Concluído
7308,2021-04-15,5,2021-05-14,2021-05-19,4,0,C,Helena,Epsilon,Melo,Concluído
7309,2021-04-15,11,2021-06-11,2021-06-22,8,0,G,Agatha,Epsilon,da Paz Moreira - EI,Concluído
7310,2021-04-16,3,2021-05-21,2021-05-25,3,0,E,Emanuelly,Chi,Rezende Ltda.,Concluído
7311,2021-04-16,17,2021-05-28,2021-06-09,9,0,F,Helena,Theta,Araújo,Concluído
7312,2021-04-16,19,2021-04-21,2021-05-10,14,2,G,Helena,Kappa,Nunes,Concluído
7313,2021-04-16,16,2021-06-08,2021-06-25,14,0,E,Valentina,Kappa,Ramos,Concluído
7314,2021-04-16,2,2021-06-08,2021-06-10,3,0,D,Valentina,Theta,Aragão,Concluído
7315,2021-04-16,2,2021-07-13,2021-07-15,3,2,G,Lara,Epsilon,Nunes,Concluído
7316,2021-04-16,10,2021-05-28,2021-06-10,10,1,E,Brenda,Theta,Rodrigues,Concluído
7317,2021-04-16,6,2021-07-16,2021-07-23,6,0,D,Valentina,Theta,Nunes,Concluído
7318,2021-04-16,20,2021-07-09,2021-07-28,14,2,D,Lara,Kappa,Campos Rezende - ME,Concluído
7319,2021-04-16,5,2021-07-01,2021-07-02,2,0,F,Valentina,Kappa,Dias da Luz S.A.,Concluído
7320,2021-04-16,14,2021-06-25,2021-07-06,8,0,D,Helena,Chi,Aragão,Concluído
7321,2021-04-16,8,2021-05-20,2021-05-28,7,0,C,Valentina,Epsilon,Cavalcanti,Concluído
7322,2021-04-16,7,2021-05-28,2021-06-04,6,0,A,Brenda,Kappa,Monteiro Ltda.,Concluído
7323,2021-04-16,9,2021-06-04,2021-06-17,10,1,B,Carolina,Zeta,Oliveira Gomes S/A,Concluído
7324,2021-04-16,15,2021-06-09,2021-06-29,15,0,G,Carolina,Kappa,Azevedo,Concluído
7325,2021-04-19,17,2021-04-29,2021-05-19,15,0,D,Helena,Kappa,Oliveira,Concluído
7326,2021-04-19,13,2021-07-02,2021-07-16,11,0,E,Mirella,Kappa,Silveira,Concluído
7327,2021-04-19,14,2021-04-23,2021-05-03,7,1,G,Brenda,Kappa,Dias,Concluído
7328,2021-04-19,19,2021-06-18,2021-06-25,6,0,E,Helena,Epsilon,Rezende,Concluído
7329,2021-04-19,11,2021-05-18,2021-05-28,9,2,G,Brenda,Epsilon,Santos Melo - EI,Concluído
7330,2021-04-20,6,2021-04-27,2021-04-30,4,0,F,Maria Eduarda,Kappa,Alves Duarte Ltda.,Concluído
7331,2021-04-20,5,2021-05-14,2021-05-20,5,0,A,Emanuelly,Kappa,da Cruz Farias - ME,Concluído
7332,2021-04-20,16,2021-05-03,2021-05-21,15,0,F,Carolina,Epsilon,Cardoso,Concluído
7333,2021-04-20,16,2021-06-29,2021-07-19,15,0,G,Maria Eduarda,Kappa,Pereira,Concluído
7334,2021-04-21,9,2021-06-11,2021-06-21,7,0,C,Ana Clara,Kappa,Azevedo Caldeira - ME,Concluído
7335,2021-04-21,4,2021-07-09,2021-07-14,4,0,G,Helena,Kappa,Melo,Concluído
7336,2021-04-21,12,2021-04-21,2021-04-27,5,1,C,Ana Clara,Epsilon,da Costa,Concluído
7337,2021-04-21,10,2021-04-30,2021-05-07,6,0,B,Helena,Chi,Cunha,Concluído
7338,2021-04-22,4,2021-07-09,2021-07-09,1,0,A,Valentina,Zeta,Campos S.A.,Concluído
7339,2021-04-23,7,2021-06-29,2021-07-05,5,0,F,Valentina,Epsilon,da Luz,Concluído
7340,2021-04-23,6,2021-06-25,2021-07-02,6,1,D,Brenda,Kappa,Barros,Concluído
7341,2021-04-23,13,2021-06-28,2021-07-05,6,0,D,Carolina,Kappa,da Cunha,Concluído
7342,2021-04-23,20,2021-05-18,2021-05-28,9,1,F,Mirella,Kappa,Rocha Porto e Filhos,Concluído
7343,2021-04-23,13,2021-06-23,2021-07-07,11,1,C,Maria Eduarda,Epsilon,Teixeira S/A,Concluído
7344,2021-04-23,19,2021-07-16,2021-07-29,10,0,G,Helena,Kappa,Lopes Moura S/A,Concluído
7345,2021-04-23,10,2021-04-30,2021-05-11,8,0,D,Mirella,Kappa,Ribeiro,Concluído
7346,2021-04-23,15,2021-06-17,2021-07-01,11,3,C,Emanuelly,Kappa,Rodrigues,Concluído
7347,2021-04-23,20,2021-06-30,2021-07-14,11,0,G,Maria Eduarda,Theta,Silva Vieira Ltda.,Concluído
7348,2021-04-23,15,2021-04-26,2021-05-10,11,0,D,Emanuelly,Theta,Aragão,Concluído
7349,2021-04-23,8,2021-05-28,2021-06-04,6,0,C,Mirella,Theta,Duarte S.A.,Concluído
7350,2021-04-23,6,2021-04-29,2021-05-04,4,2,D,Carolina,Epsilon,Alves Duarte Ltda.,Concluído
7351,2021-04-23,5,2021-06-11,2021-06-17,5,0,B,Agatha,Theta,da Rosa,Concluído
7352,2021-04-23,11,2021-06-11,2021-06-17,5,0,G,Brenda,Kappa,da Conceição,Concluído
7353,2021-04-23,20,2021-04-23,2021-05-20,20,0,A,Brenda,Kappa,Duarte Melo Ltda.,Concluído
7354,2021-04-26,6,2021-05-26,2021-06-01,5,0,E,Valentina,Zeta,Ferreira da Cunha S/A,Concluído
7355,2021-04-26,20,2021-05-17,2021-06-04,15,3,A,Agatha,Kappa,Araújo,Concluído
7356,2021-04-26,10,2021-07-12,2021-07-22,9,0,A,Carolina,Epsilon,Jesus,Concluído
7357,2021-04-26,3,2021-05-12,2021-05-14,3,0,B,Ana Clara,Epsilon,Ferreira,Concluído
7358,2021-04-27,15,2021-05-24,2021-06-08,12,0,G,Brenda,Epsilon,Silva Vieira Ltda.,Concluído
7359,2021-04-27,12,2021-05-18,2021-06-03,13,0,C,Valentina,Epsilon,Pereira,Concluído
7360,2021-04-28,3,2021-07-16,2021-07-20,3,0,E,Brenda,Epsilon,Campos S.A.,Concluído
7361,2021-04-28,6,2021-07-09,2021-07-16,6,1,F,Helena,Epsilon,Silva Vieira Ltda.,Concluído
7362,2021-04-28,9,2021-05-07,2021-05-14,6,1,C,Maria Eduarda,Theta,das Neves,Concluído
7363,2021-04-29,7,2021-07-09,2021-07-13,3,3,E,Helena,Epsilon,Moura,Concluído
7364,2021-04-29,2,2021-05-24,2021-05-26,3,0,E,Maria Eduarda,Theta,Aragão,Concluído
7365,2021-04-29,13,2021-05-28,2021-06-11,11,0,A,Carolina,Epsilon,Alves Duarte Ltda.,Concluído
7366,2021-04-29,17,2021-05-28,2021-06-14,12,0,F,Maria Eduarda,Epsilon,Santos S.A.,Concluído
7367,2021-04-29,1,2021-06-18,2021-06-18,1,0,E,Maria Eduarda,Kappa,Ribeiro,Concluído
7368,2021-04-29,20,2021-06-04,2021-06-14,7,3,D,Maria Eduarda,Theta,Oliveira,Concluído
7369,2021-04-29,17,2021-06-02,2021-06-24,17,0,E,Valentina,Kappa,Peixoto,Concluído
7370,2021-04-29,13,2021-05-18,2021-06-02,12,2,C,Lara,Theta,da Cruz da Conceição Ltda.,Concluído
7371,2021-04-30,13,2021-06-04,2021-06-22,13,0,B,Valentina,Kappa,Ferreira,Concluído
7372,2021-04-30,14,2021-06-03,2021-06-23,15,1,E,Brenda,Kappa,Sales,Concluído
7373,2021-04-30,19,2021-07-20,2021-08-11,17,1,E,Brenda,Kappa,Aragão,Concluído
7374,2021-04-30,3,2021-06-11,2021-06-11,1,0,A,Maria Eduarda,Epsilon,Pinto da Cruz - EI,Concluído
7375,2021-04-30,9,2021-06-11,2021-06-22,8,0,C,Brenda,Epsilon,Fogaça Pinto e Filhos,Concluído
7376,2021-04-30,4,2021-07-21,2021-07-23,3,0,A,Maria Eduarda,Epsilon,Martins,Concluído
7377,2021-04-30,19,2021-07-16,2021-08-03,13,2,D,Agatha,Kappa,Oliveira,Concluído
7378,2021-04-30,18,2021-07-16,2021-08-06,16,1,F,Emanuelly,Chi,Martins,Concluído
7379,2021-04-30,20,2021-07-21,2021-07-30,8,1,B,Agatha,Chi,da Cruz,Concluído
7380,2021-04-30,15,2021-07-22,2021-07-30,7,1,G,Carolina,Chi,da Paz Moreira - EI,Concluído
7381,2021-04-30,17,2021-05-10,2021-05-21,10,1,C,Brenda,Epsilon,Martins,Concluído
7382,2021-04-30,10,2021-07-21,2021-08-03,10,0,A,Brenda,Kappa,Ferreira,Concluído
7383,2021-04-30,16,2021-06-29,2021-07-15,13,0,D,Ana Clara,Kappa,Oliveira,Concluído
7384,2021-04-30,15,2021-06-21,2021-07-07,13,0,D,Agatha,Kappa,da Rosa,Concluído
7385,2021-05-03,12,2021-05-14,2021-05-28,11,1,C,Carolina,Kappa,Dias,Concluído
7386,2021-05-03,15,2021-05-27,2021-06-09,10,0,C,Mirella,Epsilon,da Cunha,Concluído
7387,2021-05-03,11,2021-06-23,2021-07-01,7,0,A,Emanuelly,Kappa,da Conceição,Concluído
7388,2021-05-03,5,2021-05-04,2021-05-06,3,1,F,Lara,Epsilon,Aragão,Concluído
7389,2021-05-03,9,2021-05-07,2021-05-13,5,0,B,Maria Eduarda,Theta,da Cruz,Concluído
7390,2021-05-04,2,2021-07-14,2021-07-16,3,2,E,Brenda,Kappa,da Cunha,Concluído
7391,2021-05-04,12,2021-06-03,2021-06-11,7,0,F,Emanuelly,Epsilon,Vieira,Concluído
7392,2021-05-04,3,2021-07-09,2021-07-09,1,0,B,Helena,Zeta,Cavalcanti e Filhos,Concluído
7393,2021-05-04,15,2021-07-16,2021-07-27,8,0,F,Brenda,Epsilon,Alves,Concluído
7394,2021-05-04,7,2021-05-14,2021-05-18,3,0,B,Brenda,Kappa,Ferreira,Concluído
7395,2021-05-04,14,2021-07-30,2021-08-18,14,0,A,Carolina,Theta,Ramos,Concluído
7396,2021-05-05,8,2021-05-31,2021-06-04,5,2,E,Ana Clara,Epsilon,Silveira Nunes - EI,Concluído
7397,2021-05-05,17,2021-07-13,2021-07-30,14,0,B,Helena,Kappa,Lima Nunes S.A.,Concluído
7398,2021-05-06,5,2021-07-01,2021-07-02,2,0,A,Valentina,Kappa,Nascimento,Concluído
7399,2021-05-06,15,2021-06-21,2021-07-01,9,0,B,Valentina,Theta,Campos e Filhos,Concluído
7400,2021-05-06,14,2021-07-23,2021-08-03,8,0,D,Mirella,Kappa,Pereira Oliveira S.A.,Concluído
7401,2021-05-06,7,2021-06-18,2021-06-22,3,0,F,Mirella,Kappa,das Neves - ME,Concluído
7402,2021-05-07,6,2021-07-13,2021-07-20,6,1,E,Ana Clara,Theta,Vieira,Concluído
7403,2021-05-07,16,2021-07-13,2021-07-23,9,0,D,Lara,Epsilon,Silveira Nunes - EI,Concluído
7404,2021-05-07,14,2021-06-01,2021-06-21,15,0,C,Maria Eduarda,Kappa,Cavalcanti,Concluído
7405,2021-05-07,16,2021-07-02,2021-07-12,7,0,D,Maria Eduarda,Zeta,Campos Rezende - ME,Concluído
7406,2021-05-07,5,2021-07-02,2021-07-08,5,0,G,Brenda,Epsilon,Silva e Filhos,Concluído
7407,2021-05-07,18,2021-06-03,2021-06-25,17,0,D,Valentina,Kappa,Jesus,Concluído
7408,2021-05-07,10,2021-08-04,2021-08-10,5,0,B,Ana Clara,Kappa,Santos Nunes S/A,Concluído
7409,2021-05-07,19,2021-06-14,2021-07-08,19,1,E,Helena,Kappa,Aragão,Concluído
7410,2021-05-07,3,2021-07-02,2021-07-06,3,0,G,Helena,Epsilon,Peixoto,Concluído
7411,2021-05-07,3,2021-05-07,2021-05-07,1,0,A,Agatha,Epsilon,Cardoso,Concluído
7412,2021-05-07,19,2021-07-09,2021-07-23,11,1,C,Agatha,Zeta,Carvalho Oliveira - ME,Concluído
7413,2021-05-07,4,2021-05-24,2021-05-28,5,1,A,Helena,Theta,Silveira S.A.,Concluído
7414,2021-05-07,4,2021-05-17,2021-05-21,5,1,A,Valentina,Kappa,Gonçalves da Cunha S/A,Concluído
7415,2021-05-07,17,2021-05-26,2021-06-07,9,0,E,Maria Eduarda,Theta,da Conceição,Concluído
7416,2021-05-10,14,2021-05-11,2021-05-27,13,0,C,Mirella,Epsilon,Nogueira,Concluído
7417,2021-05-10,3,2021-06-25,2021-06-29,3,0,G,Agatha,Epsilon,Moraes S/A,Concluído
7418,2021-05-10,20,2021-06-17,2021-07-13,19,0,A,Ana Clara,Epsilon,Vieira,Concluído
7419,2021-05-10,14,2021-08-03,2021-08-13,9,0,G,Ana Clara,Epsilon,Jesus,Concluído
7420,2021-05-10,2,2021-05-21,2021-05-21,1,0,G,Valentina,Theta,Santos Nunes S/A,Concluído
7421,2021-05-10,1,2021-07-20,2021-07-20,1,0,C,Emanuelly,Kappa,Fogaça Cardoso e Filhos,Concluído
7422,2021-05-10,8,2021-05-24,2021-06-02,8,0,D,Maria Eduarda,Epsilon,Nogueira,Concluído
7423,2021-05-10,6,2021-07-21,2021-07-23,3,2,G,Mirella,Kappa,Lopes Moura S/A,Concluído
7424,2021-05-11,4,2021-07-14,2021-07-16,3,0,G,Helena,Kappa,Vieira,Concluído
7425,2021-05-11,4,2021-07-23,2021-07-28,4,0,E,Mirella,Epsilon,Nunes,Concluído
7426,2021-05-11,16,2021-06-16,2021-06-28,9,1,A,Valentina,Kappa,Nunes,Concluído
7427,2021-05-11,5,2021-07-22,2021-07-27,4,0,C,Mirella,Epsilon,Martins,Concluído
7428,2021-05-12,8,2021-07-02,2021-07-07,4,0,G,Carolina,Kappa,Martins,Concluído
7429,2021-05-12,3,2021-06-11,2021-06-15,3,0,A,Lara,Kappa,Duarte Melo Ltda.,Concluído
7430,2021-05-12,15,2021-08-05,2021-08-12,6,0,G,Mirella,Epsilon,Oliveira,Concluído
7431,2021-05-12,2,2021-06-24,2021-06-25,2,0,B,Agatha,Zeta,da Costa,Concluído
7432,2021-05-12,10,2021-07-02,2021-07-09,6,2,F,Agatha,Kappa,da Costa,Concluído
7433,2021-05-13,4,2021-06-16,2021-06-21,4,0,C,Lara,Kappa,Novaes,Concluído
7434,2021-05-13,13,2021-06-01,2021-06-18,14,0,D,Helena,Kappa,da Conceição - EI,Concluído
7435,2021-05-13,9,2021-05-28,2021-06-04,6,1,E,Maria Eduarda,Kappa,da Rosa,Concluído
7436,2021-05-14,14,2021-06-10,2021-06-18,7,1,F,Carolina,Epsilon,Martins,Concluído
7437,2021-05-14,10,2021-05-28,2021-06-11,11,1,G,Mirella,Epsilon,Vieira,Concluído
7438,2021-05-14,2,2021-07-21,2021-07-22,2,1,G,Brenda,Kappa,Cunha,Concluído
7439,2021-05-14,18,2021-07-16,2021-08-03,13,0,A,Agatha,Kappa,Silveira Fernandes S.A.,Concluído
7440,2021-05-14,16,2021-07-02,2021-07-20,13,0,G,Brenda,Kappa,Monteiro Ltda.,Concluído
7441,2021-05-14,11,2021-07-09,2021-07-23,11,0,B,Valentina,Epsilon,Castro - ME,Concluído
7442,2021-05-14,12,2021-06-22,2021-07-02,9,0,D,Emanuelly,Kappa,Cunha,Concluído
7443,2021-05-14,11,2021-06-01,2021-06-11,9,1,A,Ana Clara,Kappa,Oliveira,Concluído
7444,2021-05-14,14,2021-06-21,2021-07-01,9,0,B,Agatha,Kappa,da Rocha Oliveira e Filhos,Concluído
7445,2021-05-14,2,2021-07-21,2021-07-23,3,0,D,Maria Eduarda,Zeta,Jesus,Concluído
7446,2021-05-14,16,2021-06-11,2021-06-29,13,0,B,Mirella,Epsilon,Silva e Filhos,Concluído
7447,2021-05-14,13,2021-07-29,2021-08-10,9,0,G,Ana Clara,Epsilon,Melo,Concluído
7448,2021-05-14,20,2021-05-31,2021-06-25,20,1,E,Ana Clara,Zeta,Freitas,Concluído
7449,2021-05-14,2,2021-07-09,2021-07-09,1,1,D,Valentina,Epsilon,da Conceição - EI,Concluído
7450,2021-05-14,8,2021-07-14,2021-07-19,4,0,D,Mirella,Theta,Azevedo Caldeira - ME,Concluído
7451,2021-05-17,8,2021-05-18,2021-05-21,4,0,G,Lara,Zeta,Vieira,Concluído
7452,2021-05-17,10,2021-06-28,2021-07-02,5,2,C,Mirella,Kappa,Cavalcanti e Filhos,Concluído
7453,2021-05-17,6,2021-06-25,2021-06-30,4,0,G,Carolina,Epsilon,Costa,Concluído
7454,2021-05-17,3,2021-07-14,2021-07-16,3,0,B,Helena,Theta,Silveira,Concluído
7455,2021-05-18,17,2021-05-24,2021-06-04,10,0,C,Emanuelly,Theta,Ribeiro - ME,Concluído
7456,2021-05-18,5,2021-07-21,2021-07-26,4,2,E,Maria Eduarda,Epsilon,Ferreira da Cunha S/A,Concluído
7457,2021-05-18,1,2021-07-12,2021-07-12,1,0,C,Ana Clara,Kappa,da Cunha Fogaça - EI,Concluído
7458,2021-05-18,11,2021-08-05,2021-08-20,12,0,D,Emanuelly,Epsilon,Ribeiro,Concluído
7459,2021-05-18,4,2021-07-09,2021-07-14,4,1,F,Lara,Epsilon,Moura,Concluído
7460,2021-05-18,8,2021-06-11,2021-06-23,9,0,A,Emanuelly,Zeta,Ferreira,Concluído
7461,2021-05-18,11,2021-06-07,2021-06-14,6,0,G,Ana Clara,Theta,Rodrigues,Concluído
7462,2021-05-19,19,2021-08-06,2021-08-27,16,0,B,Ana Clara,Kappa,Campos - ME,Concluído
7463,2021-05-19,7,2021-07-30,2021-08-06,6,3,E,Ana Clara,Epsilon,Silveira,Concluído
7464,2021-05-19,7,2021-07-23,2021-07-29,5,1,C,Valentina,Epsilon,Jesus Costa e Filhos,Concluído
7465,2021-05-20,12,2021-06-11,2021-06-25,11,0,G,Valentina,Kappa,da Cruz,Concluído
7466,2021-05-20,4,2021-08-13,2021-08-18,4,1,C,Emanuelly,Epsilon,da Cunha Ltda.,Concluído
7467,2021-05-20,12,2021-07-01,2021-07-09,7,0,C,Agatha,Kappa,Pereira,Concluído
7468,2021-05-20,15,2021-05-27,2021-06-11,12,1,F,Brenda,Chi,Alves,Concluído
7469,2021-05-20,18,2021-07-16,2021-07-30,11,0,G,Brenda,Kappa,Barros,Concluído
7470,2021-05-21,20,2021-06-08,2021-07-05,20,2,G,Carolina,Kappa,Moraes S/A,Concluído
7471,2021-05-21,11,2021-05-31,2021-06-04,5,0,A,Maria Eduarda,Kappa,Melo,Concluído
7472,2021-05-21,18,2021-06-11,2021-07-02,16,0,D,Helena,Kappa,Nunes,Concluído
7473,2021-05-21,10,2021-07-15,2021-07-29,11,0,E,Valentina,Theta,Cunha,Concluído
7474,2021-05-21,4,2021-08-05,2021-08-09,3,0,F,Valentina,Kappa,Pereira,Concluído
7475,2021-05-21,18,2021-06-11,2021-06-30,14,3,C,Valentina,Kappa,Rezende Ltda.,Concluído
